ts_server,session_id,campaign_id,point_id,x_m,y_m,z_m,anchor_id,sample_index,rssi,channel,ts_us,addr1,addr2,addr3
2026-03-29T16:11:11.541543-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A2,1,-62,1,509197195,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:11.541543-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A2,2,-63,1,509208880,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:11.541543-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A2,3,-63,1,509220868,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:11.541543-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A2,4,-63,1,510637121,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:11.541543-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A2,5,-63,1,510648839,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:11.987784-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A1,1,-65,1,423376083,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:11.987784-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A1,2,-66,1,423567836,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:12.019791-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A2,6,-63,1,510843895,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:12.257939-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A3,1,-70,1,181160455,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:12.257939-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A3,2,-70,1,181340631,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:12.399618-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A1,3,-65,1,423747859,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:12.399618-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A1,4,-65,1,423759761,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:12.399618-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A1,5,-66,1,423826125,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:12.399618-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A1,6,-65,1,423837780,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:12.399618-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A1,7,-65,1,423849774,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:12.399618-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A1,8,-65,1,423916024,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:12.399618-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A1,9,-65,1,423927770,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:12.399618-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A1,10,-66,1,423939760,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:12.894499-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A4,1,-65,1,301028693,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:13.449084-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A4,2,-65,1,306146711,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:13.449084-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A4,3,-66,1,306158424,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:13.449084-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A4,4,-65,1,306170415,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:13.449084-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A4,5,-65,1,306518468,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:13.449084-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A4,6,-65,1,306530761,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:13.487036-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A1,11,-65,1,424726087,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:13.487036-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A1,12,-65,1,424737762,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:13.487036-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A1,13,-66,1,424749739,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:13.678375-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A3,3,-70,1,181532581,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:13.678375-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A3,4,-69,1,181544349,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:13.678375-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A3,5,-69,1,181610452,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:13.678375-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A3,6,-69,1,181622222,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
2026-03-29T16:11:13.678375-03:00,demo_s5,train_05,P01,0.6,3.0,0.4,A3,7,-69,1,181634221,ff:ff:ff:ff:ff:ff,02:11:22:33:44:55,ff:ff:ff:ff:ff:ff
